日付,コード,銘柄名,市場・商品区分,33業種コード,33業種区分,17業種コード,17業種区分,規模コード,規模区分
20201130,2393,日本ケアサプライ,市場第二部（内国株）,9050,サービス業,10,情報通信・サービスその他 ,-,-
20201130,2395,新日本科学,市場第一部（内国株）,9050,サービス業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20201130,2397,ＤＮＡチップ研究所,市場第二部（内国株）,9050,サービス業,10,情報通信・サービスその他 ,-,-
20201130,2398,ツクイホールディングス,市場第一部（内国株）,9050,サービス業,10,情報通信・サービスその他 ,6,TOPIX Small 1
20201130,2402,アマナ,マザーズ（内国株）,9050,サービス業,10,情報通信・サービスその他 ,-,-
20201130,2404,鉄人化計画,市場第二部（内国株）,9050,サービス業,10,情報通信・サービスその他 ,-,-
20201130,2406,アルテ　サロン　ホールディングス,JASDAQ(スタンダード・内国株）,9050,サービス業,10,情報通信・サービスその他 ,-,-
20201130,2408,ＫＧ情報,JASDAQ(スタンダード・内国株）,9050,サービス業,10,情報通信・サービスその他 ,-,-
20201130,2410,キャリアデザインセンター,市場第一部（内国株）,9050,サービス業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20201130,2411,ゲンダイエージェンシー,JASDAQ(スタンダード・内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20201130,2412,ベネフィット・ワン,市場第一部（内国株）,9050,サービス業,10,情報通信・サービスその他 ,4,TOPIX Mid400
20201130,2413,エムスリー,市場第一部（内国株）,9050,サービス業,10,情報通信・サービスその他 ,2,TOPIX Large70
20201130,2415,ヒューマンホールディングス,JASDAQ(スタンダード・内国株）,9050,サービス業,10,情報通信・サービスその他 ,-,-
20201130,2418,ツカダ・グローバルホールディング,市場第一部（内国株）,9050,サービス業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20201130,2424,ブラス,市場第一部（内国株）,9050,サービス業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20201130,2425,ケアサービス,JASDAQ(グロース・内国株）,9050,サービス業,10,情報通信・サービスその他 ,-,-
20201130,2427,アウトソーシング,市場第一部（内国株）,9050,サービス業,10,情報通信・サービスその他 ,6,TOPIX Small 1
20201130,2428,ウェルネット,市場第一部（内国株）,9050,サービス業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20201130,2429,ワールドホールディングス,市場第一部（内国株）,9050,サービス業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20201130,2432,ディー・エヌ・エー,市場第一部（内国株）,9050,サービス業,10,情報通信・サービスその他 ,4,TOPIX Mid400
20201130,2433,博報堂ＤＹホールディングス,市場第一部（内国株）,9050,サービス業,10,情報通信・サービスその他 ,4,TOPIX Mid400
20201130,2435,シダー,JASDAQ(スタンダード・内国株）,9050,サービス業,10,情報通信・サービスその他 ,-,-
20201130,2436,共同ピーアール,JASDAQ(スタンダード・内国株）,9050,サービス業,10,情報通信・サービスその他 ,-,-
20201130,2437,Ｓｈｉｎｗａ　Ｗｉｓｅ　Ｈｏｌｄｉｎｇｓ,JASDAQ(スタンダード・内国株）,9050,サービス業,10,情報通信・サービスその他 ,-,-
20201130,2438,アスカネット,マザーズ（内国株）,9050,サービス業,10,情報通信・サービスその他 ,-,-
20201130,2440,ぐるなび,市場第一部（内国株）,9050,サービス業,10,情報通信・サービスその他 ,6,TOPIX Small 1
20201130,2445,タカミヤ,市場第一部（内国株）,9050,サービス業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20201130,2449,プラップジャパン,JASDAQ(スタンダード・内国株）,9050,サービス業,10,情報通信・サービスその他 ,-,-
20201130,2452,コンピュータマインド,PRO Market,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20201130,2453,ジャパンベストレスキューシステム,市場第一部（内国株）,9050,サービス業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20201130,2454,オールアバウト,JASDAQ(スタンダード・内国株）,9050,サービス業,10,情報通信・サービスその他 ,-,-
20201130,2459,アウンコンサルティング,市場第二部（内国株）,9050,サービス業,10,情報通信・サービスその他 ,-,-
20201130,2461,ファンコミュニケーションズ,市場第一部（内国株）,9050,サービス業,10,情報通信・サービスその他 ,6,TOPIX Small 1
20201130,2462,ライク,市場第一部（内国株）,9050,サービス業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20201130,2464,ビジネス・ブレークスルー,市場第一部（内国株）,9050,サービス業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20201130,2468,フュートレック,市場第二部（内国株）,9050,サービス業,10,情報通信・サービスその他 ,-,-
20201130,2469,ヒビノ,JASDAQ(スタンダード・内国株）,9050,サービス業,10,情報通信・サービスその他 ,-,-
20201130,2471,エスプール,市場第一部（内国株）,9050,サービス業,10,情報通信・サービスその他 ,6,TOPIX Small 1
20201130,2475,ＷＤＢホールディングス,市場第一部（内国株）,9050,サービス業,10,情報通信・サービスその他 ,6,TOPIX Small 1
20201130,2477,手間いらず,市場第一部（内国株）,9050,サービス業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20201130,2479,ジェイテック,JASDAQ(グロース・内国株）,9050,サービス業,10,情報通信・サービスその他 ,-,-
20201130,2480,システム・ロケーション,JASDAQ(スタンダード・内国株）,9050,サービス業,10,情報通信・サービスその他 ,-,-
20201130,2481,タウンニュース社,JASDAQ(スタンダード・内国株）,9050,サービス業,10,情報通信・サービスその他 ,-,-
20201130,2483,翻訳センター,JASDAQ(スタンダード・内国株）,9050,サービス業,10,情報通信・サービスその他 ,-,-
20201130,2484,出前館,JASDAQ(スタンダード・内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20201130,2485,ティア,市場第一部（内国株）,9050,サービス業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20201130,2487,ＣＤＧ,市場第一部（内国株）,9050,サービス業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20201130,2488,日本サード・パーティ,JASDAQ(スタンダード・内国株）,9050,サービス業,10,情報通信・サービスその他 ,-,-
20201130,2489,アドウェイズ,マザーズ（内国株）,9050,サービス業,10,情報通信・サービスその他 ,-,-
20201130,2491,バリューコマース,市場第一部（内国株）,9050,サービス業,10,情報通信・サービスその他 ,6,TOPIX Small 1
20201130,2492,インフォマート,市場第一部（内国株）,9050,サービス業,10,情報通信・サービスその他 ,4,TOPIX Mid400
20201130,2493,イーサポートリンク,JASDAQ(スタンダード・内国株）,9050,サービス業,10,情報通信・サービスその他 ,-,-
20201130,2497,ユナイテッド,マザーズ（内国株）,9050,サービス業,10,情報通信・サービスその他 ,-,-
20201130,2498,オリエンタルコンサルタンツホールディングス,JASDAQ(スタンダード・内国株）,9050,サービス業,10,情報通信・サービスその他 ,-,-
20201130,2499,日本和装ホールディングス,市場第二部（内国株）,9050,サービス業,10,情報通信・サービスその他 ,-,-
20201130,2501,サッポロホールディングス,市場第一部（内国株）,3050,食料品,1,食品 ,4,TOPIX Mid400
20201130,2502,アサヒグループホールディングス,市場第一部（内国株）,3050,食料品,1,食品 ,2,TOPIX Large70
20201130,2503,キリンホールディングス,市場第一部（内国株）,3050,食料品,1,食品 ,2,TOPIX Large70
20201130,2510,ＮＥＸＴ　ＦＵＮＤＳ　国内債券・ＮＯＭＵＲＡ－ＢＰＩ総合連動型上場投信,ETF・ETN,-,-,-,-,-,-
20201130,2511,ＮＥＸＴ　ＦＵＮＤＳ　外国債券・ＦＴＳＥ世界国債インデックス（除く日本・為替ヘッジなし）連動型上場投信,ETF・ETN,-,-,-,-,-,-
20201130,2512,ＮＥＸＴ　ＦＵＮＤＳ　外国債券・ＦＴＳＥ世界国債インデックス（除く日本・為替ヘッジあり）連動型上場投信,ETF・ETN,-,-,-,-,-,-
20201130,2513,ＮＥＸＴ　ＦＵＮＤＳ　外国株式・ＭＳＣＩ－ＫＯＫＵＳＡＩ指数（為替ヘッジなし）連動型上場投信,ETF・ETN,-,-,-,-,-,-
20201130,2514,ＮＥＸＴ　ＦＵＮＤＳ　外国株式・ＭＳＣＩ－ＫＯＫＵＳＡＩ指数（為替ヘッジあり）連動型上場投信,ETF・ETN,-,-,-,-,-,-
20201130,2515,ＮＥＸＴ　ＦＵＮＤＳ　外国ＲＥＩＴ・Ｓ＆Ｐ先進国ＲＥＩＴ指数（除く日本・為替ヘッジなし）連動型上場投信,ETF・ETN,-,-,-,-,-,-
20201130,2516,東証マザーズＥＴＦ,ETF・ETN,-,-,-,-,-,-
20201130,2517,ＭＡＸＩＳ　Ｊリート・コア上場投信,ETF・ETN,-,-,-,-,-,-
20201130,2518,ＮＥＸＴ　ＦＵＮＤＳ　ＭＳＣＩ日本株女性活躍指数（セレクト）連動型上場投信,ETF・ETN,-,-,-,-,-,-
20201130,2519,ＮＥＸＴ　ＦＵＮＤＳ　新興国債券・Ｊ．Ｐ．モルガン・エマージング・マーケット・ボンド・インデックス・プラス（為替ヘッジなし）連動型上場投信,ETF・ETN,-,-,-,-,-,-
20201130,2520,ＮＥＸＴ　ＦＵＮＤＳ　新興国株式・ＭＳＣＩエマージング・マーケット・インデックス（為替ヘッジなし）連動型上場投信,ETF・ETN,-,-,-,-,-,-
20201130,2521,上場インデックスファンド米国株式（Ｓ＆Ｐ５００）為替ヘッジあり,ETF・ETN,-,-,-,-,-,-
20201130,2522,ｉシェアーズ　オートメーション　＆　ロボット　ＥＴＦ,ETF・ETN,-,-,-,-,-,-
20201130,2523,ＭＡＸＩＳトピックス（除く金融）上場投信,ETF・ETN,-,-,-,-,-,-
20201130,2524,ＮＺＡＭ　上場投信　ＴＯＰＩＸ,ETF・ETN,-,-,-,-,-,-
20201130,2525,ＮＺＡＭ　上場投信　日経２２５,ETF・ETN,-,-,-,-,-,-
20201130,2526,ＮＺＡＭ　上場投信　ＪＰＸ日経４００,ETF・ETN,-,-,-,-,-,-
20201130,2527,ＮＺＡＭ　上場投信　東証ＲＥＩＴ　Ｃｏｒｅ指数,ETF・ETN,-,-,-,-,-,-
20201130,2528,ダイワ上場投信－東証ＲＥＩＴ　Ｃｏｒｅ指数,ETF・ETN,-,-,-,-,-,-
20201130,2529,ＮＥＸＴ　ＦＵＮＤＳ　野村株主還元７０連動型上場投信,ETF・ETN,-,-,-,-,-,-
20201130,2530,ＭＡＸＩＳ　ＨｕａＡｎ中国株式（上海１８０Ａ株）上場投信,ETF・ETN,-,-,-,-,-,-
20201130,2531,宝ホールディングス,市場第一部（内国株）,3050,食料品,1,食品 ,4,TOPIX Mid400
20201130,2533,オエノンホールディングス,市場第一部（内国株）,3050,食料品,1,食品 ,7,TOPIX Small 2
20201130,2540,養命酒製造,市場第一部（内国株）,3050,食料品,1,食品 ,7,TOPIX Small 2
20201130,2552,上場インデックスファンドＪリート（東証ＲＥＩＴ指数）隔月分配型（ミニ）,ETF・ETN,-,-,-,-,-,-
20201130,2553,Ｏｎｅ　ＥＴＦ　南方　中国Ａ株　ＣＳＩ５００,ETF・ETN,-,-,-,-,-,-
20201130,2554,ＮＥＸＴ　ＦＵＮＤＳ　ブルームバーグ・バークレイズ米国投資適格社債（１－１０年）インデックス（為替ヘッジあり）連動型上場投信,ETF・ETN,-,-,-,-,-,-
20201130,2555,東証ＲＥＩＴ　ＥＴＦ,ETF・ETN,-,-,-,-,-,-
20201130,2556,Ｏｎｅ　ＥＴＦ　東証ＲＥＩＴ指数,ETF・ETN,-,-,-,-,-,-
20201130,2557,ＳＭＤＡＭ　トピックス上場投信,ETF・ETN,-,-,-,-,-,-
20201130,2558,ＭＡＸＩＳ米国株式（Ｓ＆Ｐ５００）上場投信,ETF・ETN,-,-,-,-,-,-
20201130,2559,ＭＡＸＩＳ全世界株式（オール・カントリー）上場投信,ETF・ETN,-,-,-,-,-,-
20201130,2560,ＭＡＸＩＳカーボン・エフィシェント日本株上場投信,ETF・ETN,-,-,-,-,-,-
20201130,2561,ｉシェアーズ・コア　日本国債　ＥＴＦ,ETF・ETN,-,-,-,-,-,-
20201130,2562,上場インデックスファンド米国株式（ダウ平均）為替ヘッジあり,ETF・ETN,-,-,-,-,-,-
20201130,2563,ｉシェアーズ　Ｓ＆Ｐ　５００　米国株　ＥＴＦ（為替ヘッジあり）,ETF・ETN,-,-,-,-,-,-
20201130,2564,グローバルＸ　ＭＳＣＩスーパーディビィデンド－日本株式　ＥＴＦ,ETF・ETN,-,-,-,-,-,-
20201130,2565,グローバルＸ　ロジスティクス・Ｊ－ＲＥＩＴ　ＥＴＦ,ETF・ETN,-,-,-,-,-,-
20201130,2566,上場インデックスファンド日経ＥＳＧリート,ETF・ETN,-,-,-,-,-,-
20201130,2567,ＮＺＡＭ　上場投信　Ｓ＆Ｐ／ＪＰＸカーボン・エフィシェント指数,ETF・ETN,-,-,-,-,-,-
20201130,2568,上場インデックスファンド米国株式（ＮＡＳＤＡＱ１００）為替ヘッジなし,ETF・ETN,-,-,-,-,-,-
20201130,2569,上場インデックスファンド米国株式（ＮＡＳＤＡＱ１００）為替ヘッジあり,ETF・ETN,-,-,-,-,-,-
20201130,2573,北海道コカ・コーラボトリング,市場第二部（内国株）,3050,食料品,1,食品 ,-,-
20201130,2579,コカ・コーラ　ボトラーズジャパンホールディングス,市場第一部（内国株）,3050,食料品,1,食品 ,4,TOPIX Mid400
20201130,2586,フルッタフルッタ,マザーズ（内国株）,3050,食料品,1,食品 ,-,-
20201130,2587,サントリー食品インターナショナル,市場第一部（内国株）,3050,食料品,1,食品 ,4,TOPIX Mid400
20201130,2588,プレミアムウォーターホールディングス,市場第二部（内国株）,3050,食料品,1,食品 ,-,-
20201130,2590,ダイドーグループホールディングス,市場第一部（内国株）,3050,食料品,1,食品 ,6,TOPIX Small 1
20201130,2593,伊藤園,市場第一部（内国株）,3050,食料品,1,食品 ,4,TOPIX Mid400
20201130,25935,伊藤園 優先株式,市場第一部（内国株）,3050,食料品,1,食品 ,-,-
20201130,2594,キーコーヒー,市場第一部（内国株）,3050,食料品,1,食品 ,7,TOPIX Small 2
20201130,2597,ユニカフェ,市場第一部（内国株）,3050,食料品,1,食品 ,7,TOPIX Small 2
20201130,2599,ジャパンフーズ,市場第一部（内国株）,3050,食料品,1,食品 ,7,TOPIX Small 2
20201130,2602,日清オイリオグループ,市場第一部（内国株）,3050,食料品,1,食品 ,6,TOPIX Small 1
20201130,2607,不二製油グループ本社,市場第一部（内国株）,3050,食料品,1,食品 ,4,TOPIX Mid400
20201130,2612,かどや製油,市場第一部（内国株）,3050,食料品,1,食品 ,7,TOPIX Small 2
20201130,2613,Ｊ－オイルミルズ,市場第一部（内国株）,3050,食料品,1,食品 ,7,TOPIX Small 2
20201130,2620,ｉシェアーズ　米国債１－３年　ＥＴＦ,ETF・ETN,-,-,-,-,-,-
20201130,2621,ｉシェアーズ　米国債２０年超　ＥＴＦ（為替ヘッジあり）,ETF・ETN,-,-,-,-,-,-
20201130,2622,ｉシェアーズ　米ドル建て新興国債券　ＥＴＦ（為替ヘッジあり）,ETF・ETN,-,-,-,-,-,-
20201130,2623,ｉシェアーズ　ユーロ建て投資適格社債　ＥＴＦ（為替ヘッジあり）,ETF・ETN,-,-,-,-,-,-
20201130,2624,ｉＦｒｅｅＥＴＦ　日経２２５（年４回決算型）,ETF・ETN,-,-,-,-,-,-
20201130,2625,ｉＦｒｅｅＥＴＦ　ＴＯＰＩＸ（年４回決算型）,ETF・ETN,-,-,-,-,-,-
20201130,2651,ローソン,市場第一部（内国株）,6100,小売業,14,小売 ,4,TOPIX Mid400
20201130,2652,まんだらけ,市場第二部（内国株）,6100,小売業,14,小売 ,-,-
20201130,2653,イオン九州,JASDAQ(スタンダード・内国株）,6100,小売業,14,小売 ,-,-
20201130,2654,アスモ,市場第二部（内国株）,6100,小売業,14,小売 ,-,-
20201130,2656,ベクター,JASDAQ(スタンダード・内国株）,6100,小売業,14,小売 ,-,-
20201130,2659,サンエー,市場第一部（内国株）,6100,小売業,14,小売 ,6,TOPIX Small 1
20201130,2664,カワチ薬品,市場第一部（内国株）,6100,小売業,14,小売 ,6,TOPIX Small 1
20201130,2666,オートウェーブ,JASDAQ(スタンダード・内国株）,6100,小売業,14,小売 ,-,-
20201130,2667,イメージ　ワン,JASDAQ(スタンダード・内国株）,6050,卸売業,13,商社・卸売 ,-,-
20201130,2668,タビオ,市場第二部（内国株）,6050,卸売業,13,商社・卸売 ,-,-
20201130,2669,カネ美食品,JASDAQ(スタンダード・内国株）,6100,小売業,14,小売 ,-,-
20201130,2670,エービーシー・マート,市場第一部（内国株）,6100,小売業,14,小売 ,4,TOPIX Mid400
20201130,2673,夢みつけ隊,JASDAQ(スタンダード・内国株）,6100,小売業,14,小売 ,-,-
20201130,2674,ハードオフコーポレーション,市場第一部（内国株）,6100,小売業,14,小売 ,7,TOPIX Small 2
20201130,2675,ダイナックホールディングス,市場第二部（内国株）,6100,小売業,14,小売 ,-,-
20201130,2676,高千穂交易,市場第一部（内国株）,6050,卸売業,13,商社・卸売 ,7,TOPIX Small 2
20201130,2678,アスクル,市場第一部（内国株）,6100,小売業,14,小売 ,6,TOPIX Small 1
20201130,2681,ゲオホールディングス,市場第一部（内国株）,6100,小売業,14,小売 ,6,TOPIX Small 1
20201130,2683,魚喜,市場第二部（内国株）,6100,小売業,14,小売 ,-,-
20201130,2685,アダストリア,市場第一部（内国株）,6100,小売業,14,小売 ,6,TOPIX Small 1
20201130,2686,ジーフット,市場第一部（内国株）,6100,小売業,14,小売 ,7,TOPIX Small 2
20201130,2687,シー・ヴイ・エス・ベイエリア,市場第一部（内国株）,6100,小売業,14,小売 ,7,TOPIX Small 2
20201130,2689,カワニシホールディングス,市場第一部（内国株）,6050,卸売業,13,商社・卸売 ,7,TOPIX Small 2
20201130,2692,伊藤忠食品,市場第一部（内国株）,6050,卸売業,13,商社・卸売 ,7,TOPIX Small 2
20201130,2693,ＹＫＴ,JASDAQ(スタンダード・内国株）,6050,卸売業,13,商社・卸売 ,-,-
20201130,2694,ジー・テイスト,JASDAQ(スタンダード・内国株）,6100,小売業,14,小売 ,-,-
20201130,2695,くら寿司,市場第一部（内国株）,6100,小売業,14,小売 ,6,TOPIX Small 1
20201130,2698,キャンドゥ,市場第一部（内国株）,6100,小売業,14,小売 ,7,TOPIX Small 2
20201130,2700,木徳神糧,JASDAQ(スタンダード・内国株）,6050,卸売業,13,商社・卸売 ,-,-
20201130,2702,日本マクドナルドホールディングス,JASDAQ(スタンダード・内国株）,6100,小売業,14,小売 ,-,-
20201130,2705,大戸屋ホールディングス,JASDAQ(スタンダード・内国株）,6100,小売業,14,小売 ,-,-
20201130,2706,ブロッコリー,JASDAQ(スタンダード・内国株）,3800,その他製品,10,情報通信・サービスその他 ,-,-
20201130,2708,久世,JASDAQ(スタンダード・内国株）,6050,卸売業,13,商社・卸売 ,-,-
20201130,2714,プラマテルズ,JASDAQ(スタンダード・内国株）,6050,卸売業,13,商社・卸売 ,-,-
20201130,2715,エレマテック,市場第一部（内国株）,6050,卸売業,13,商社・卸売 ,7,TOPIX Small 2
20201130,2721,ジェイホールディングス,JASDAQ(スタンダード・内国株）,6050,卸売業,13,商社・卸売 ,-,-
20201130,2722,アイケイ,市場第二部（内国株）,6100,小売業,14,小売 ,-,-
20201130,2726,パルグループホールディングス,市場第一部（内国株）,6100,小売業,14,小売 ,6,TOPIX Small 1
20201130,2729,ＪＡＬＵＸ,市場第一部（内国株）,6050,卸売業,13,商社・卸売 ,7,TOPIX Small 2
20201130,2730,エディオン,市場第一部（内国株）,6100,小売業,14,小売 ,6,TOPIX Small 1
20201130,2733,あらた,市場第一部（内国株）,6050,卸売業,13,商社・卸売 ,6,TOPIX Small 1
20201130,2734,サーラコーポレーション,市場第一部（内国株）,6100,小売業,14,小売 ,7,TOPIX Small 2
20201130,2735,ワッツ,市場第一部（内国株）,6100,小売業,14,小売 ,7,TOPIX Small 2
20201130,2736,フェスタリアホールディングス,JASDAQ(スタンダード・内国株）,6100,小売業,14,小売 ,-,-
20201130,2737,トーメンデバイス,市場第一部（内国株）,6050,卸売業,13,商社・卸売 ,7,TOPIX Small 2
20201130,2742,ハローズ,市場第一部（内国株）,6100,小売業,14,小売 ,7,TOPIX Small 2
20201130,2743,ピクセルカンパニーズ,JASDAQ(スタンダード・内国株）,6050,卸売業,13,商社・卸売 ,-,-
20201130,2747,北雄ラッキー,JASDAQ(スタンダード・内国株）,6100,小売業,14,小売 ,-,-
20201130,2749,ＪＰホールディングス,市場第一部（内国株）,9050,サービス業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20201130,2750,石光商事,JASDAQ(スタンダード・内国株）,6050,卸売業,13,商社・卸売 ,-,-
20201130,2751,テンポスホールディングス,JASDAQ(スタンダード・内国株）,6050,卸売業,13,商社・卸売 ,-,-
20201130,2752,フジオフードグループ本社,市場第一部（内国株）,6100,小売業,14,小売 ,7,TOPIX Small 2
20201130,2753,あみやき亭,市場第一部（内国株）,6100,小売業,14,小売 ,7,TOPIX Small 2
20201130,2754,東葛ホールディングス,JASDAQ(スタンダード・内国株）,6100,小売業,14,小売 ,-,-
20201130,2760,東京エレクトロン　デバイス,市場第一部（内国株）,6050,卸売業,13,商社・卸売 ,7,TOPIX Small 2
20201130,2761,トシン・グループ,JASDAQ(スタンダード・内国株）,6050,卸売業,13,商社・卸売 ,-,-
20201130,2762,三光マーケティングフーズ,市場第二部（内国株）,6100,小売業,14,小売 ,-,-
20201130,2763,エフティグループ,JASDAQ(スタンダード・内国株）,6050,卸売業,13,商社・卸売 ,-,-
20201130,2764,ひらまつ,市場第一部（内国株）,6100,小売業,14,小売 ,7,TOPIX Small 2
20201130,2767,フィールズ,市場第一部（内国株）,6050,卸売業,13,商社・卸売 ,7,TOPIX Small 2
20201130,2768,双日,市場第一部（内国株）,6050,卸売業,13,商社・卸売 ,4,TOPIX Mid400
20201130,2769,ウ゛ィレッジウ゛ァンガードコーポレーション,JASDAQ(スタンダード・内国株）,6100,小売業,14,小売 ,-,-
20201130,2773,ミューチュアル,JASDAQ(スタンダード・内国株）,3600,機械,8,機械 ,-,-
20201130,2776,新都ホールディングス,JASDAQ(スタンダード・内国株）,6050,卸売業,13,商社・卸売 ,-,-
20201130,2777,カッシーナ・イクスシー,JASDAQ(スタンダード・内国株）,6050,卸売業,13,商社・卸売 ,-,-
20201130,2778,パレモ・ホールディングス,市場第二部（内国株）,6100,小売業,14,小売 ,-,-
20201130,2780,コメ兵ホールディングス,市場第二部（内国株）,6100,小売業,14,小売 ,-,-
20201130,2782,セリア,JASDAQ(スタンダード・内国株）,6100,小売業,14,小売 ,-,-
20201130,2784,アルフレッサ　ホールディングス,市場第一部（内国株）,6050,卸売業,13,商社・卸売 ,4,TOPIX Mid400
20201130,2788,アップルインターナショナル,市場第二部（内国株）,6050,卸売業,13,商社・卸売 ,-,-
20201130,2789,カルラ,JASDAQ(スタンダード・内国株）,6100,小売業,14,小売 ,-,-
20201130,2790,ナフコ,JASDAQ(スタンダード・内国株）,6100,小売業,14,小売 ,-,-
20201130,2791,大黒天物産,市場第一部（内国株）,6100,小売業,14,小売 ,7,TOPIX Small 2
20201130,2792,ハニーズホールディングス,市場第一部（内国株）,6100,小売業,14,小売 ,7,TOPIX Small 2
20201130,2795,日本プリメックス,JASDAQ(スタンダード・内国株）,6050,卸売業,13,商社・卸売 ,-,-
20201130,2796,ファーマライズホールディングス,市場第一部（内国株）,6100,小売業,14,小売 ,7,TOPIX Small 2
20201130,2798,ワイズテーブルコーポレーション,市場第二部（内国株）,6100,小売業,14,小売 ,-,-
20201130,2801,キッコーマン,市場第一部（内国株）,3050,食料品,1,食品 ,4,TOPIX Mid400
20201130,2802,味の素,市場第一部（内国株）,3050,食料品,1,食品 ,2,TOPIX Large70
20201130,2804,ブルドックソース,市場第二部（内国株）,3050,食料品,1,食品 ,-,-
20201130,2805,ヱスビー食品,市場第二部（内国株）,3050,食料品,1,食品 ,-,-
20201130,2806,ユタカフーズ,市場第二部（内国株）,3050,食料品,1,食品 ,-,-
20201130,2809,キユーピー,市場第一部（内国株）,3050,食料品,1,食品 ,4,TOPIX Mid400
20201130,2810,ハウス食品グループ本社,市場第一部（内国株）,3050,食料品,1,食品 ,4,TOPIX Mid400
20201130,2811,カゴメ,市場第一部（内国株）,3050,食料品,1,食品 ,4,TOPIX Mid400
20201130,2812,焼津水産化学工業,市場第一部（内国株）,3050,食料品,1,食品 ,7,TOPIX Small 2
20201130,2813,和弘食品,JASDAQ(スタンダード・内国株）,3050,食料品,1,食品 ,-,-
20201130,2814,佐藤食品工業,JASDAQ(スタンダード・内国株）,3050,食料品,1,食品 ,-,-
20201130,2815,アリアケジャパン,市場第一部（内国株）,3050,食料品,1,食品 ,4,TOPIX Mid400
20201130,2816,ダイショー,市場第二部（内国株）,3050,食料品,1,食品 ,-,-
20201130,2818,ピエトロ,市場第一部（内国株）,3050,食料品,1,食品 ,7,TOPIX Small 2
20201130,2819,エバラ食品工業,市場第一部（内国株）,3050,食料品,1,食品 ,7,TOPIX Small 2
20201130,2820,やまみ,市場第一部（内国株）,3050,食料品,1,食品 ,7,TOPIX Small 2
20201130,2830,アヲハタ,市場第二部（内国株）,3050,食料品,1,食品 ,-,-
20201130,2831,はごろもフーズ,市場第二部（内国株）,3050,食料品,1,食品 ,-,-
20201130,2871,ニチレイ,市場第一部（内国株）,3050,食料品,1,食品 ,4,TOPIX Mid400
20201130,2872,セイヒョー,市場第二部（内国株）,3050,食料品,1,食品 ,-,-
20201130,2874,横浜冷凍,市場第一部（内国株）,6050,卸売業,13,商社・卸売 ,6,TOPIX Small 1
20201130,2875,東洋水産,市場第一部（内国株）,3050,食料品,1,食品 ,4,TOPIX Mid400
20201130,2876,デルソーレ,JASDAQ(スタンダード・内国株）,3050,食料品,1,食品 ,-,-
20201130,2877,日東ベスト,JASDAQ(スタンダード・内国株）,3050,食料品,1,食品 ,-,-
20201130,2882,イートアンドホールディングス,市場第一部（内国株）,3050,食料品,1,食品 ,7,TOPIX Small 2
20201130,2883,大冷,市場第一部（内国株）,3050,食料品,1,食品 ,7,TOPIX Small 2
20201130,2884,ヨシムラ・フード・ホールディングス,市場第一部（内国株）,3050,食料品,1,食品 ,7,TOPIX Small 2
20201130,2892,日本食品化工,市場第二部（内国株）,3050,食料品,1,食品 ,-,-
20201130,2894,石井食品,市場第二部（内国株）,3050,食料品,1,食品 ,-,-
20201130,2897,日清食品ホールディングス,市場第一部（内国株）,3050,食料品,1,食品 ,4,TOPIX Mid400
20201130,2899,永谷園ホールディングス,市場第一部（内国株）,3050,食料品,1,食品 ,7,TOPIX Small 2
20201130,2901,石垣食品,JASDAQ(スタンダード・内国株）,3050,食料品,1,食品 ,-,-
20201130,2903,シノブフーズ,市場第二部（内国株）,3050,食料品,1,食品 ,-,-
20201130,2904,一正蒲鉾,市場第一部（内国株）,3050,食料品,1,食品 ,7,TOPIX Small 2
20201130,2905,オーケー食品工業,JASDAQ(スタンダード・内国株）,3050,食料品,1,食品 ,-,-
20201130,2907,あじかん,市場第二部（内国株）,3050,食料品,1,食品 ,-,-
20201130,2908,フジッコ,市場第一部（内国株）,3050,食料品,1,食品 ,7,TOPIX Small 2
20201130,2910,ロック・フィールド,市場第一部（内国株）,3050,食料品,1,食品 ,6,TOPIX Small 1
20201130,2911,旭松食品,市場第二部（内国株）,3050,食料品,1,食品 ,-,-
20201130,2914,日本たばこ産業,市場第一部（内国株）,3050,食料品,1,食品 ,2,TOPIX Large70
20201130,2915,ケンコーマヨネーズ,市場第一部（内国株）,3050,食料品,1,食品 ,7,TOPIX Small 2
20201130,2916,仙波糖化工業,JASDAQ(スタンダード・内国株）,3050,食料品,1,食品 ,-,-
20201130,2917,大森屋,JASDAQ(スタンダード・内国株）,3050,食料品,1,食品 ,-,-
20201130,2918,わらべや日洋ホールディングス,市場第一部（内国株）,3050,食料品,1,食品 ,7,TOPIX Small 2
